estimating the workload which takes just one milli-second...
end estimation
2	6	1
2	7	2
2	8	3
2	9	4
2	18	5
2	19	6
2	20	7
2	21	8
2	33	9
2	34	10
2	35	11
2	36	12
2	49	13
2	50	14
2	51	15
2	52	16
2	65	17
2	66	18
2	67	19
2	68	20
2	69	21
2	82	22
2	83	23
2	84	24
2	84	25
2	97	26
2	98	27
2	99	28
2	100	29
2	113	30
2	114	31
2	115	32
2	116	33
2	117	34
2	130	35
2	131	36
2	132	37
2	132	38
2	145	39
2	147	40
2	147	41
2	148	42
2	161	43
2	162	44
2	163	45
2	164	46
2	177	47
2	178	48
2	179	49
2	180	50
2	181	51
2	194	52
2	195	53
2	196	54
2	197	55
2	210	56
2	211	57
2	212	58
2	212	59
2	225	60
2	226	61
2	227	62
2	228	63
2	241	64
2	242	65
2	243	66
2	244	67
2	245	68
2	258	69
2	259	70
2	260	71
2	261	72
2	273	73
2	274	74
2	275	75
2	276	76
2	289	77
2	290	78
2	291	79
2	292	80
2	305	81
2	306	82
2	307	83
2	308	84
2	309	85
2	322	86
2	323	87
2	324	88
2	325	89
2	337	90
2	338	91
2	339	92
2	340	93
2	353	94
2	354	95
2	355	96
2	356	97
2	357	98
2	370	99
2	371	100
3	1	1
3	2	2
3	3	3
3	4	4
3	5	5
3	22	6
3	23	7
3	23	8
3	24	9
3	37	10
3	38	11
3	39	12
3	40	13
3	53	14
3	54	15
3	55	16
3	56	17
3	69	18
3	70	19
3	71	20
3	72	21
3	73	22
3	86	23
3	87	24
3	88	25
3	89	26
3	101	27
3	102	28
3	103	29
3	104	30
3	117	31
3	118	32
3	119	33
3	120	34
3	121	35
3	134	36
3	135	37
3	136	38
3	137	39
3	150	40
3	151	41
3	151	42
3	152	43
3	165	44
3	166	45
3	167	46
3	168	47
3	181	48
3	182	49
3	183	50
3	184	51
3	185	52
3	198	53
3	199	54
3	200	55
3	201	56
3	214	57
3	214	58
3	215	59
3	216	60
3	229	61
3	230	62
3	231	63
3	232	64
3	233	65
3	246	66
3	247	67
3	248	68
3	249	69
3	262	70
3	263	71
3	263	72
3	264	73
3	277	74
3	278	75
3	279	76
3	280	77
3	293	78
3	294	79
3	295	80
3	296	81
3	297	82
3	310	83
3	311	84
3	312	85
3	312	86
3	325	87
3	326	88
3	327	89
3	328	90
3	341	91
3	342	92
3	343	93
3	344	94
3	357	95
3	358	96
3	359	97
3	360	98
3	361	99
3	372	100
1	10	1
1	11	2
1	12	3
1	13	4
1	26	5
1	27	6
1	28	7
1	29	8
1	42	9
1	43	10
1	43	11
1	44	12
1	57	13
1	58	14
1	59	15
1	60	16
1	73	17
1	74	18
1	75	19
1	76	20
1	77	21
1	90	22
1	91	23
1	92	24
1	93	25
1	106	26
1	106	27
1	107	28
1	108	29
1	121	30
1	122	31
1	123	32
1	124	33
1	125	34
1	138	35
1	139	36
1	140	37
1	141	38
1	154	39
1	155	40
1	155	41
1	156	42
1	169	43
1	170	44
1	171	45
1	172	46
1	185	47
1	186	48
1	187	49
1	188	50
1	189	51
1	202	52
1	203	53
1	204	54
1	204	55
1	217	56
1	218	57
1	219	58
1	220	59
1	233	60
1	234	61
1	235	62
1	236	63
1	237	64
1	250	65
1	251	66
1	252	67
1	253	68
1	265	69
1	266	70
1	267	71
1	268	72
1	281	73
1	282	74
1	283	75
1	284	76
1	285	77
1	298	78
1	299	79
1	300	80
1	301	81
1	314	82
1	315	83
1	315	84
1	316	85
1	329	86
1	330	87
1	331	88
1	332	89
1	345	90
1	346	91
1	347	92
1	348	93
1	349	94
1	362	95
1	363	96
1	364	97
1	365	98
1	372	99
1	373	100
0	14	1
0	15	2
0	16	3
0	17	4
0	30	5
0	31	6
0	32	7
0	33	8
0	45	9
0	46	10
0	47	11
0	48	12
0	61	13
0	62	14
0	63	15
0	64	16
0	65	17
0	78	18
0	79	19
0	80	20
0	81	21
0	94	22
0	95	23
0	95	24
0	96	25
0	109	26
0	110	27
0	111	28
0	112	29
0	125	30
0	126	31
0	127	32
0	128	33
0	129	34
0	142	35
0	143	36
0	144	37
0	144	38
0	157	39
0	158	40
0	159	41
0	160	42
0	173	43
0	174	44
0	175	45
0	176	46
0	189	47
0	190	48
0	191	49
0	192	50
0	193	51
0	206	52
0	207	53
0	208	54
0	209	55
0	221	56
0	222	57
0	223	58
0	224	59
0	237	60
0	238	61
0	239	62
0	240	63
0	241	64
0	254	65
0	255	66
0	256	67
0	257	68
0	269	69
0	270	70
0	271	71
0	272	72
0	285	73
0	286	74
0	287	75
0	288	76
0	289	77
0	302	78
0	303	79
0	304	80
0	305	81
0	318	82
0	319	83
0	319	84
0	320	85
0	333	86
0	334	87
0	335	88
0	336	89
0	349	90
0	350	91
0	351	92
0	352	93
0	353	94
0	366	95
0	367	96
0	368	97
0	369	98
0	374	99
0	375	100
