estimating the workload which takes just one milli-second...
end estimation
1	1	1
1	2	2
1	3	3
1	4	4
1	5	5
1	6	6
1	7	7
1	8	8
1	17	9
1	17	10
1	18	11
1	19	12
1	20	13
1	21	14
1	22	15
1	23	16
1	32	17
1	33	18
1	34	19
1	35	20
1	36	21
1	37	22
1	38	23
1	38	24
1	39	25
1	48	26
1	49	27
1	50	28
1	51	29
1	52	30
1	53	31
1	54	32
1	55	33
1	56	34
1	65	35
1	66	36
1	67	37
1	68	38
1	68	39
1	69	40
1	70	41
1	71	42
1	80	43
1	81	44
1	82	45
1	83	46
1	84	47
1	85	48
1	86	49
1	87	50
1	88	51
1	97	52
1	98	53
1	99	54
1	99	55
1	100	56
1	101	57
1	102	58
1	103	59
1	112	60
1	113	61
1	114	62
1	115	63
1	116	64
1	117	65
1	118	66
1	119	67
1	120	68
1	129	69
1	130	70
1	130	71
1	131	72
1	132	73
1	133	74
1	134	75
1	135	76
1	144	77
1	145	78
1	146	79
1	147	80
1	148	81
1	149	82
1	150	83
1	151	84
1	160	85
1	161	86
1	162	87
1	163	88
1	164	89
1	165	90
1	166	91
1	167	92
1	176	93
1	177	94
1	178	95
1	179	96
1	180	97
1	181	98
1	182	99
1	183	100
0	9	1
0	10	2
0	11	3
0	12	4
0	13	5
0	14	6
0	15	7
0	15	8
0	24	9
0	25	10
0	26	11
0	27	12
0	28	13
0	29	14
0	30	15
0	31	16
0	32	17
0	41	18
0	42	19
0	43	20
0	44	21
0	44	22
0	45	23
0	46	24
0	47	25
0	56	26
0	57	27
0	58	28
0	59	29
0	60	30
0	61	31
0	62	32
0	63	33
0	64	34
0	73	35
0	74	36
0	75	37
0	75	38
0	77	39
0	77	40
0	78	41
0	79	42
0	88	43
0	89	44
0	90	45
0	91	46
0	92	47
0	93	48
0	94	49
0	95	50
0	96	51
0	105	52
0	106	53
0	107	54
0	108	55
0	108	56
0	109	57
0	110	58
0	111	59
0	120	60
0	121	61
0	122	62
0	123	63
0	124	64
0	125	65
0	126	66
0	127	67
0	128	68
0	137	69
0	138	70
0	139	71
0	140	72
0	141	73
0	141	74
0	142	75
0	143	76
0	152	77
0	153	78
0	154	79
0	155	80
0	156	81
0	157	82
0	158	83
0	159	84
0	168	85
0	169	86
0	170	87
0	171	88
0	172	89
0	173	90
0	174	91
0	175	92
0	183	93
0	184	94
0	185	95
0	186	96
0	187	97
0	188	98
0	189	99
0	190	100
